Uni-port ID,Entry name,Protein names,Gene names,Status,Organism,Length,Mass,Activity regulation,Involvement in disease,Catalytic activity,Cross-reference (PDB),Function
P05106,ITB3_HUMAN,Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61),ITGB3 GP3A,reviewed,Homo sapiens (Human),788,"87,058",N/A,Glanzmann thrombasthenia 2 (GT2),N/A,1JV2;1KUP;1KUZ;1L5G;1M1X;1M8O;1MIZ;1MK7;1MK9;1S4X;1TYE;1U8C;2K9J;2KNC;2KV9;2L1C;2L91;2LJD;2LJE;2LJF;2MTP;2N9Y;2Q6W;2RMZ;2RN0;2VC2;2VDK;2VDL;2VDM;2VDN;2VDO;2VDP;2VDQ;2VDR;3FCS;3FCU;3IJE;3NID;3NIF;3NIG;3T3M;3T3P;3ZDX;3ZDY;3ZDZ;3ZE0;3ZE1;3ZE2;4CAK;4G1E;4G1M;4MMX;4MMY;4MMZ;4O02;4Z7N;4Z7O;4Z7Q;5HDB;6AVQ;6AVR;6AVU;6BXB;6BXF;6BXJ;6CKB;6MK0;6MSL;6MSU;6NAJ;6V4P;7KN0;7LA4;,"Integrin alpha-V/beta-3 (ITGAV:ITGB3) is a receptor for cytotactin, fibronectin, laminin, matrix metalloproteinase-2, osteopontin, osteomodulin, prothrombin, thrombospondin, vitronectin and von Willebrand factor."
P05121,PAI1_HUMAN,Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1),SERPINE1 PAI1 PLANH1,reviewed,Homo sapiens (Human),402,"45,060",N/A,Plasminogen activator inhibitor-1 deficiency (PAI-1D),N/A,1A7C;1B3K;1C5G;1DB2;1DVM;1DVN;1LJ5;1OC0;3CVM;3EOX;3PB1;3Q02;3Q03;3R4L;3UT3;4AQH;4G8O;4G8R;4IC0;5BRR;5ZLZ;6GWN;6GWP;6GWQ;6I8S;6ZRV;7AQF;7AQG;9PAI;,Serine protease inhibitor. Inhibits TMPRSS7.
P05412,JUN_HUMAN,Transcription factor Jun (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (Transcription factor AP-1 subunit Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (p39),JUN,reviewed,Homo sapiens (Human),331,"35,676",N/A,N/A,N/A,1A02;1FOS;1JNM;1JUN;1S9K;1T2K;5FV8;5T01;6Y3V;,Transcription factor that recognizes and binds to the AP-1 consensus motif 5'-TGA[GC]TCA-3'.
P05413,FABPH_HUMAN,"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP) (Mammary-derived growth inhibitor) (MDGI) (Muscle fatty acid-binding protein) (M-FABP)",FABP3 FABP11 MDGI,reviewed,Homo sapiens (Human),133,"14,858",N/A,N/A,N/A,1G5W;1HMR;1HMS;1HMT;2HMB;3RSW;3WBG;3WVM;3WXQ;4TJZ;4TKB;4TKH;4TKJ;4WBK;5B27;5B28;5B29;5CE4;5HZ9;6AQ1;7EGO;,FABP are thought to play a role in the intracellular transport of long-chain fatty acids and their acyl-CoA esters.
P05532,KIT_MOUSE,Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (CD antigen CD117),Kit Sl,reviewed,Mus musculus (Mouse),979,"109,343",Present in an inactive conformation in the absence of bound ligand,Defects in Kit are the cause of the white-spotting phenotype (W),Reaction=ATP + L-tyrosyl-[protein] = ADP + H(+) + O-phospho-L-tyrosyl-[protein],2O26;,"Tyrosine-protein kinase that acts as cell-surface receptor for the cytokine KITLG/SCF and plays an essential role in the regulation of cell survival and proliferation, hematopoiesis, stem cell maintenance, gametogenesis, mast cell development, migration and function, and in melanogenesis."
P06734,FCER2_HUMAN,Low affinity immunoglobulin epsilon Fc receptor (BLAST-2) (C-type lectin domain family 4 member J) (Fc-epsilon-RII) (Immunoglobulin E-binding factor) (Lymphocyte IgE receptor) (CD antigen CD23) [Cleaved into: Low affinity immunoglobulin epsilon Fc receptor membrane-bound form; Low affinity immunoglobulin epsilon Fc receptor soluble form],FCER2 CD23A CLEC4J FCE2 IGEBF,reviewed,Homo sapiens (Human),321,"36,469",N/A,N/A,N/A,1T8C;1T8D;2H2R;2H2T;4EZM;4G96;4G9A;4GI0;4GJ0;4GJX;4GK1;4GKO;4J6J;4J6K;4J6L;4J6M;4J6N;4J6P;4J6Q;4KI1;5LGK;6Y0L;6Y0M;,Low-affinity receptor for immunoglobulin E (IgE) and CR2/CD21.
P06756,ITAV_HUMAN,Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain],ITGAV MSK8 VNRA VTNR,reviewed,Homo sapiens (Human),1048,"116,038",N/A,N/A,N/A,1JV2;1L5G;1M1X;1U8C;3IJE;4G1E;4G1M;4MMX;4MMY;4MMZ;4O02;4UM8;4UM9;5FFG;5FFO;5NEM;5NER;5NET;5NEU;6AVQ;6AVR;6AVU;6DJP;6MK0;6MSL;6MSU;6NAJ;6OM1;6OM2;6UJA;6UJB;6UJC;,"The alpha-V (ITGAV) integrins are receptors for vitronectin, cytotactin, fibronectin, fibrinogen, laminin, matrix metalloproteinase-2, osteopontin, osteomodulin, prothrombin, thrombospondin and vWF."
P07288,KLK3_HUMAN,Prostate-specific antigen (PSA) (EC 3.4.21.77) (Gamma-seminoprotein) (Seminin) (Kallikrein-3) (P-30 antigen) (Semenogelase),KLK3 APS,reviewed,Homo sapiens (Human),261,"28,741",Inhibited by SERPINA5,N/A,Reaction=Preferential cleavage: -Tyr-|-Xaa-,2ZCH;2ZCK;2ZCL;3QUM;,Hydrolyzes semenogelin-1 thus leading to the liquefaction of the seminal coagulum.
P07975,HEMA_INCJH,Hemagglutinin-esterase-fusion glycoprotein (HEF) (EC 3.1.1.53) [Cleaved into: Hemagglutinin-esterase-fusion glycoprotein chain 1 (HEF1); Hemagglutinin-esterase-fusion glycoprotein chain 2 (HEF2)],HE,reviewed,Influenza C virus (strain C/Johannesburg/1/1966),655,"72,131",N/A,N/A,Reaction=H2O + N-acetyl-9-O-acetylneuraminate = acetate + H(+) + N-acetylneuraminate,1FLC;6WKO;,"Binds to the N-acetyl-9-O-acetylneuraminic acid residues on the cell surface, bringing about the attachment of the virus particle to the cell."
P08069,IGF1R_HUMAN,Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain],IGF1R,reviewed,Homo sapiens (Human),1367,"154,793","Activated by autophosphorylation at Tyr-1165, Tyr-1161 and Tyr-1166 on the kinase activation loop",Insulin-like growth factor 1 resistance (IGF1RES),Reaction=ATP + L-tyrosyl-[protein] = ADP + H(+) + O-phospho-L-tyrosyl-[protein],1IGR;1JQH;1K3A;1M7N;1P4O;2OJ9;2ZM3;3D94;3F5P;3I81;3LVP;3LW0;3NW5;3NW6;3NW7;3O23;3QQU;4D2R;4XSS;5FXQ;5FXR;5FXS;5HZN;5U8Q;5U8R;6JK8;6VWG;6VWH;6VWI;6VWJ;,Receptor tyrosine kinase which mediates actions of insulin-like growth factor 1 (IGF1).
P08246,ELNE_HUMAN,Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase),ELANE ELA2,reviewed,Homo sapiens (Human),267,"28,518",N/A,Cyclic haematopoiesis (CH),"Reaction=Hydrolysis of proteins, including elastin. Preferential cleavage: Val-|-Xaa > Ala-|-Xaa",1B0F;1H1B;1HNE;1PPF;1PPG;2RG3;2Z7F;3Q76;3Q77;4NZL;4WVP;5A09;5A0A;5A0B;5A0C;5A8X;5A8Y;5A8Z;5ABW;6E69;6F5M;6SMA;7CBK;,"Modifies the functions of natural killer cells, monocytes and granulocytes."
P08263,GSTA1_HUMAN,"Glutathione S-transferase A1 (EC 2.5.1.18) (13-hydroperoxyoctadecadienoate peroxidase) (EC 1.11.1.-) (Androst-5-ene-3,17-dione isomerase) (EC 5.3.3.-) (GST HA subunit 1) (GST class-alpha member 1) (GST-epsilon) (GSTA1-1) (GTH1) [Cleaved into: Glutathione S-transferase A1, N-terminally processed]",GSTA1,reviewed,Homo sapiens (Human),222,"25,631",The isomerase activity is inhibited by S-methylglutathione (GSMe),N/A,Reaction=glutathione + RX = a halide anion + an S-substituted glutathione + H(+),1GSD;1GSE;1GSF;1GUH;1K3L;1K3O;1K3Y;1LBK;1PKW;1PKZ;1PL1;1PL2;1USB;1XWG;1YDK;2R3X;2R6K;3I69;3I6A;3IK9;3KTL;3L0H;3Q74;3U6V;3ZFB;3ZFL;4HJ2;5JCU;5LCZ;5LD0;6ATO;6ATP;6ATQ;6ATR;6YAW;7BIB;7BIC;,Glutathione S-transferase that catalyzes the nucleophilic attack of the sulfur atom of glutathione on the electrophilic groups of a wide range of exogenous and endogenous compounds (Probable).
P08514,ITA2B_HUMAN,"Integrin alpha-IIb (GPalpha IIb) (GPIIb) (Platelet membrane glycoprotein IIb) (CD antigen CD41) [Cleaved into: Integrin alpha-IIb heavy chain; Integrin alpha-IIb light chain, form 1; Integrin alpha-IIb light chain, form 2]",ITGA2B GP2B ITGAB,reviewed,Homo sapiens (Human),1039,"113,377",N/A,Glanzmann thrombasthenia 1 (GT1),N/A,1DPK;1DPQ;1KUP;1KUZ;1M8O;1S4W;1TYE;2K1A;2K9J;2KNC;2MTP;2N9Y;2VC2;2VDK;2VDL;2VDM;2VDN;2VDO;2VDP;2VDQ;2VDR;3FCS;3FCU;3NID;3NIF;3NIG;3T3M;3T3P;3ZDX;3ZDY;3ZDZ;3ZE0;3ZE1;3ZE2;4CAK;4Z7N;4Z7O;4Z7Q;5HDB;6V4P;7KN0;7LA4;,"Integrin alpha-IIb/beta-3 is a receptor for fibronectin, fibrinogen, plasminogen, prothrombin, thrombospondin and vitronectin."
P08637,FCG3A_HUMAN,Low affinity immunoglobulin gamma Fc region receptor III-A (IgG Fc receptor III-A) (CD16-II) (CD16a antigen) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcRIII) (FcRIIIa) (FcgammaRIIIA) (FcR-10) (IgG Fc receptor III-2) (CD antigen CD16a),FCGR3A CD16A FCG3 FCGR3 IGFR3,reviewed,Homo sapiens (Human),254,"29,089",N/A,Immunodeficiency 20 (IMD20),N/A,3AY4;3SGJ;3SGK;3WN5;5BW7;5D6D;5ML9;5MN2;5VU0;5XJE;5XJF;5YC5;7SEG;,Receptor for the invariable Fc fragment of immunoglobulin gamma (IgG).
P08887,IL6RA_HUMAN,Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126) [Cleaved into: Soluble interleukin-6 receptor subunit alpha (sIL6R)],IL6R,reviewed,Homo sapiens (Human),468,"51,548","Classic and trans-signaling are both inhibited by tocilizumab, a humanized monoclonal antibody that blocks interleukin IL6R signaling","Hyper-IgE recurrent infection syndrome 5, autosomal recessive (HIES5)",N/A,1N26;1P9M;2ARW;5FUC;7DC8;,"Part of the receptor for interleukin 6. Binds to IL6 with low affinity, but does not transduce a signal."
P08962,CD63_HUMAN,CD63 antigen (Granulophysin) (Lysosomal-associated membrane protein 3) (LAMP-3) (Lysosome integral membrane protein 1) (Limp1) (Melanoma-associated antigen ME491) (OMA81H) (Ocular melanoma-associated antigen) (Tetraspanin-30) (Tspan-30) (CD antigen CD63),CD63 MLA1 TSPAN30,reviewed,Homo sapiens (Human),238,"25,637",N/A,N/A,N/A,N/A,Functions as cell surface receptor for TIMP1 and plays a role in the activation of cellular signaling cascades.
P09038,FGF2_HUMAN,Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2),FGF2 FGFB,reviewed,Homo sapiens (Human),288,"30,770",N/A,N/A,N/A,1BAS;1BFB;1BFC;1BFF;1BFG;1BLA;1BLD;1CVS;1EV2;1FGA;1FQ9;1II4;1IIL;2BFH;2FGF;2M49;4FGF;4OEE;4OEF;4OEG;5X1O;6L4O;,"Acts as a ligand for FGFR1, FGFR2, FGFR3 and FGFR4."
P09132,SRP19_HUMAN,Signal recognition particle 19 kDa protein (SRP19),SRP19,reviewed,Homo sapiens (Human),144,"16,156",N/A,N/A,N/A,1JID;1MFQ;1RY1;2J37;3KTV;4P3E;5M73;7NFX;7QWQ;,"Component of the signal recognition particle (SRP) complex, a ribonucleoprotein complex that mediates the cotranslational targeting of secretory and membrane proteins to the endoplasmic reticulum."
P09619,PGFRB_HUMAN,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),PDGFRB PDGFR PDGFR1,reviewed,Homo sapiens (Human),1106,"123,968",Present in an inactive conformation in the absence of bound ligand,A chromosomal aberration involving PDGFRB is found in a form of chronic myelomonocytic leukemia (CMML),Reaction=ATP + L-tyrosyl-[protein] = ADP + H(+) + O-phospho-L-tyrosyl-[protein],1GQ5;1H9O;1SHA;2IUI;2L6W;2PLD;2PLE;3MJG;,"Tyrosine-protein kinase that acts as cell-surface receptor for homodimeric PDGFB and PDGFD and for heterodimers formed by PDGFA and PDGFB, and plays an essential role in the regulation of embryonic development, cell proliferation, survival, differentiation, chemotaxis and migration."
P09758,TACD2_HUMAN,Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1),TACSTD2 GA733-1 M1S1 TROP2,reviewed,Homo sapiens (Human),323,"35,709",N/A,"Corneal dystrophy, gelatinous drop-like (GDLD)",N/A,2MAE;2MVK;2MVL;7E5M;7E5N;7PEE;,May function as a growth factor receptor.
P0A7I0,RF1_ECOLI,Peptide chain release factor RF1 (RF-1),prfA sueB uar b1211 JW1202,reviewed,Escherichia coli (strain K12),360,"40,517",N/A,N/A,N/A,2B3T;5J30;5J3C;5J4D;5O2R;6GWT;6GXM;6GXN;6GXO;6ORL;,Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA.
P0AEX9,MALE_ECOLI,Maltose/maltodextrin-binding periplasmic protein (MMBP) (Maltodextrin-binding protein) (Maltose-binding protein) (MBP),malE b4034 JW3994,reviewed,Escherichia coli (strain K12),396,"43,388",N/A,N/A,N/A,1A7L;1ANF;1DMB;1EZ9;1EZO;1EZP;1FQA;1FQB;1FQC;1FQD;1HSJ;1IUD;1JVX;1JVY;1JW4;1JW5;1LAX;1LLS;1MDP;1MDQ;1MG1;1MH3;1MH4;1MPB;1MPC;1MPD;1N3W;1N3X;1NL5;1NMU;1OMP;1PEB;1R6Z;1SVX;1T0K;1Y4C;1YTV;1ZIU;1ZJL;1ZKB;1ZMG;2D21;2H25;2KLF;2MV0;2N44;2N45;2NVU;2OBG;2OK2;2R6G;2V93;2VGQ;2XZ3;2ZXT;3A3C;3C4M;3CSB;3CSG;3D4C;3D4G;3DM0;3EF7;3EHS;3EHT;3EHU;3F5F;3G7V;3G7W;3H3G;3H4Z;3HPI;3HST;3IO4;3IO6;3IOR;3IOT;3IOU;3IOV;3IOW;3J9P;3KJT;3L2J;3LBS;3LC8;3MBP;3MP1;3MP6;3MP8;3MQ9;3N93;3N94;3N95;3N96;3O3U;3OAI;3OB4;3OSQ;3OSR;3PGF;3PUV;3PUW;3PUX;3PUY;3PUZ;3PV0;3PY7;3Q25;3Q26;3Q27;3Q28;3Q29;3RLF;3RUM;3SER;3SES;3SET;3SEU;3SEV;3SEW;3SEX;3SEY;3VFJ;3W15;3WAI;3WOA;4B3N;4BL8;4BL9;4BLA;4BLB;4BLD;4DXB;4DXC;4EDQ;4EGC;4EXK;4FE8;4FEB;4FEC;4FED;4GIZ;4GLI;4IFP;4IKM;4IRL;4JBZ;4JKM;4KEG;4KHZ;4KI0;4KV3;4KYC;4KYD;4KYE;4LOG;4MBP;4N4X;4NDZ;4NUF;4O2X;4OGM;4PE2;4PQK;4QSZ;4QVH;4R0Y;4RG5;4RWF;4RWG;4TSM;4WJV;4WMS;4WMT;4WMU;4WMV;4WMW;4WMX;4WRN;4WTH;4WVH;4XA2;4XAJ;4XHS;4XR8;4XZS;4XZV;5AQ9;5AZ6;5AZ7;5AZ8;5AZ9;5AZA;5B3W;5B3X;5B3Y;5B3Z;5BK1;5BK2;5C7R;5CBN;5CFV;5DFM;5DIS;5E24;5E7U;5EDU;5FIO;5FSG;5GRU;5GS2;5GXT;5GXV;5H7N;5H7Q;5HZ7;5HZV;5HZW;5I04;5I69;5IHJ;5II5;5IIC;5IQZ;5JJ4;5JST;5JTQ;5JTR;5LDF;5M13;5M14;5M15;5MM3;5OSQ;5T03;5T05;5T0A;5TTD;5VAW;5WPZ;5WQ6;5Y2G;5YGP;5YGS;5Z0R;5Z0V;5ZCA;5ZNY;5ZNZ;5ZR0;6APX;6CXS;6D65;6D66;6D67;6DM8;6EQZ;6HD8;6HD9;6HDA;6HDB;6HDC;6I4Y;6K7D;6K7E;6K7F;6KEA;6KI0;6KXG;6LES;6LF3;6M4V;6M4W;6N84;6NDJ;6OB5;6P6W;6QUG;6QYK;6QYL;6QYN;6QYO;6QZ7;6SIV;6SJA;6SLM;6SMV;6SWR;6TZC;6USM;6V2E;6VLS;6WBH;6WBJ;6WGZ;6X91;6XDS;6XRX;6YBJ;6YBK;6YBL;6YSN;6ZHO;7B01;7BG0;7BXT;7BY0;7CY4;7CY5;7CY6;7CY7;7CY8;7DD9;7DDE;7E29;7JHG;7JHH;7JIJ;7JTR;7K48;7KD4;7MN5;7MN6;7MN8;7MQ6;7MQ7;7NZM;7O2W;7P1G;7P1H;7TSZ;7TT0;7TT1;7TT2;7TT3;7TT4;7TT5;7TT6;7TT7;7VGQ;7VH1;,Part of the ABC transporter complex MalEFGK involved in maltose/maltodextrin import. Binds maltose and higher maltodextrins such as maltotriose.
P0C573,HBEAG_HBVD3,External core antigen (HBeAg) (Precore protein) (p25),C,reviewed,Hepatitis B virus genotype D subtype ayw (isolate France/Tiollais/1979) (HBV-D),212,"24,350",N/A,N/A,N/A,N/A,"May regulate immune response to the intracellular capsid in acting as a T-cell tolerogen, by having an immunoregulatory effect which prevents destruction of infected cells by cytotoxic T-cells."
P0C6X7,R1AB_SARS,Replicase polyprotein 1ab (pp1ab) (ORF1ab polyprotein) [Cleaved into: Host translation inhibitor nsp1 (Leader protein) (Non-structural protein 1) (nsp1); Non-structural protein 2 (nsp2) (p65 homolog); Papain-like protease nsp3 (PL-PRO) (EC 3.4.19.12) (EC 3.4.22.-) (Non-structural protein 3) (nsp3) (PL2-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase nsp5 (3CL-PRO) (3CLp) (EC 3.4.22.69) (Main protease) (Mpro) (Non-structural protein 5) (nsp5) (SARS coronavirus main proteinase); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); RNA-directed RNA polymerase nsp12 (Pol) (RdRp) (EC 2.7.7.48) (Non-structural protein 12) (nsp12); Helicase nsp13 (Hel) (EC 3.6.4.12) (EC 3.6.4.13) (Non-structural protein 13) (nsp13); Proofreading exoribonuclease nsp14 (ExoN) (EC 2.1.1.-) (EC 3.1.13.-) (Guanine-N7 methyltransferase) (Non-structural protein 14) (nsp14); Uridylate-specific endoribonuclease nsp15 (EC 4.6.1.-) (NendoU) (Non-structural protein 15) (nsp15); 2'-O-methyltransferase nsp16 (EC 2.1.1.57) (Non-structural protein 16) (nsp16)],rep 1a-1b,reviewed,Severe acute respiratory syndrome coronavirus (SARS-CoV),7073,"790,248",Inhibited by Remdesivir (GS-5734),N/A,Reaction=a ribonucleoside 5'-triphosphate + RNA(n) = diphosphate + RNA(n+1),1Q2W;1QZ8;1UJ1;1UK2;1UK3;1UK4;1UW7;1WOF;1YSY;1Z1I;1Z1J;2A5A;2A5I;2A5K;2ACF;2AHM;2ALV;2AMD;2AMQ;2BX3;2BX4;2C3S;2D2D;2DUC;2FAV;2FE8;2FYG;2G9T;2GA6;2GDT;2GRI;2GT7;2GT8;2GTB;2GX4;2GZ7;2GZ8;2GZ9;2H2Z;2H85;2HOB;2HSX;2IDY;2JZD;2JZE;2JZF;2K7X;2K87;2OP9;2OZK;2PWX;2Q6G;2QC2;2QCY;2QIQ;2RHB;2RNK;2V6N;2VJ1;2XYQ;2XYR;2XYV;2Z3C;2Z3D;2Z3E;2Z94;2Z9G;2Z9J;2Z9K;2Z9L;3D62;3E9S;3EBN;3R24;4TWW;4TWY;4WY3;4ZUH;5B6O;5C5N;5C5O;5C8S;5C8T;5C8U;5E6J;5F22;5N19;5N5O;5NFY;6JYT;6LNQ;6NUR;6NUS;6W79;6WCO;7LCP;7LCQ;,Multifunctional protein involved in the transcription and replication of viral RNAs.
P0DJM0,INLA_LISMO,Internalin A,inlA lmo0433,reviewed,Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e),800,"86,493",Bacterial uptake is inhibited by EDTA and by anti-E-cadherin antibodies,N/A,N/A,1O6S;1O6T;1O6V;2OMT;2OMU;2OMV;2OMW;2OMX;2OMY;2OMZ;,Mediates the entry of L.monocytogenes into host intestinal epithelial cells.
P0DOF8,M2_I72A8,Matrix protein 2 (Proton channel protein M2),M,reviewed,Influenza A virus (strain A/Udorn/1972 H3N2),97,"11,186","The M2 protein from most influenza A strains is inhibited by amantadine and rimantadine, resulting in viral uncoating incapacity",N/A,N/A,N/A,Forms a proton-selective ion channel that is necessary for the efficient release of the viral genome during virus entry.
P0DPI0,BXA1_CLOBO,Botulinum neurotoxin type A (BoNT/A) (Bontoxilysin-A) (BOTOX) (Botulinum neurotoxin type A1) [Cleaved into: Botulinum neurotoxin A light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin A heavy chain (HC)],botA atx bonT,reviewed,Clostridium botulinum,1296,"149,454",Toxin internalization is inhibited by azide or dinitrophenol or at 4 degrees Celsius,N/A,"Reaction=Limited hydrolysis of proteins of the neuroexocytosis apparatus, synaptobrevins, SNAP25 or syntaxin",1XTF;1XTG;2ILP;2IMA;2IMB;2IMC;2ISE;2ISG;2ISH;2VU9;2VUA;2W2D;3BOK;3BON;3BOO;3V0A;3V0B;3V0C;3ZUR;3ZUS;4HEV;4IQP;4JRA;5JLV;5JMC;5MK6;5MK7;5TPB;5TPC;5V8P;5V8R;5V8U;5VGV;5VGX;6DKK;6MHJ;6XCB;6XCC;6XCD;6XCE;6XCF;7KYF;7KYH;7LZP;7M1H;,"Botulinum toxin causes flaccid paralysis by inhibiting neurotransmitter (acetylcholine) release from the presynaptic membranes of nerve terminals of the eukaryotic host skeletal and autonomic nervous system, with frequent heart or respiratory failure."
